4.894	3.433	2.99	3.674	0.882	13.261	4.337	8.237	0.65
5.068	3.104	2.923	3.501	0.913	12.564	4.304	8.639	0.686
5.132	3.001	2.906	3.578	0.906	12.412	4.228	8.215	0.695
4.973	3.126	2.943	3.555	0.94	12.135	4.083	8.091	0.706
5.192	2.825	2.847	3.405	0.891	11.668	4.062	8.375	0.708
5.241	2.79	2.792	3.324	0.865	11.467	4.097	8.19	0.692
5.086	3.124	2.77	3.576	0.986	11.458	4.257	7.858	0.7
4.96	3.514	3.01	4.015	0.99	11.882	4.278	7.214	0.712
5.353	2.805	2.697	3.239	0.879	10.638	4.301	8.24	0.702
5.219	2.878	2.753	3.308	0.919	10.668	4.484	7.626	0.709
5.32	2.812	2.828	3.366	0.871	10.676	4.317	7.57	0.691
5.097	3.457	2.926	3.84	0.955	11.145	4.377	6.88	0.687
5.327	2.872	2.667	3.408	0.866	10.296	4.33	7.589	0.699
5.266	3.322	2.889	3.632	0.91	10.439	4.132	7.114	0.712
5.325	2.911	2.729	3.238	0.921	9.758	4.31	7.596	0.686
5.323	2.904	2.776	3.355	0.79	9.77	4.269	7.423	0.717
4.983	3.565	2.945	3.781	0.936	10.266	4.555	6.603	0.718
5.163	3.304	2.83	3.662	0.942	9.772	4.287	7.109	0.695
5.216	3.455	2.919	3.563	0.925	9.772	4.244	6.652	0.7
5.371	2.85	2.671	3.348	0.883	9.232	4.284	7.023	0.72
5.163	3.245	2.798	3.723	0.909	9.465	4.566	6.578	0.7
5.61	2.319	2.527	2.895	0.755	8.444	4.437	7.596	0.716
5.534	2.465	2.589	2.979	0.833	8.428	4.457	7.39	0.713
5.151	3.301	2.808	3.452	0.921	9.021	4.347	6.691	0.713
5.131	3.21	2.849	3.64	0.905	9.049	4.228	6.49	0.694
5.091	3.337	2.891	3.666	0.91	8.992	4.377	6.337	0.725
5.366	2.832	2.716	3.377	0.847	8.532	4.333	6.712	0.714
5.264	2.997	2.757	3.445	0.915	8.688	4.488	6.577	0.72
5.334	2.724	2.782	3.322	0.885	8.591	4.328	6.522	0.7
5.275	2.932	2.768	3.451	0.889	8.536	4.08	6.572	0.704
5.297	3.124	2.877	3.464	0.848	8.596	4.424	6.538	0.723
5.08	3.266	2.903	3.601	0.94	8.748	4.366	6.289	0.721
5.113	3.02	2.831	3.785	1.006	8.689	4.542	6.211	0.7
5.103	3.384	2.933	3.786	0.913	8.68	4.234	6.057	0.686
4.855	3.34	2.95	4.01	0.947	8.91	4.214	5.714	0.72
5.002	3.032	2.932	4.004	1.017	8.785	4.221	5.867	0.684
5.225	2.581	2.696	3.224	0.861	7.979	4.355	6.67	0.71
5.71	2.57	2.742	3.425	0.914	7.874	1.047	10.202	0.774
5.579	2.816	2.92	3.581	0.972	8.01	1.216	10.137	0.76
5.686	2.382	2.793	3.171	0.856	7.641	1.11	10.915	0.764
5.474	3.121	2.919	3.517	0.898	8.022	1.114	10.042	0.76
5.115	3.705	3.251	4.151	1.074	8.704	1.072	8.722	0.765
5.63	3.095	2.968	3.479	0.981	8.102	0.958	10	0.774
5.541	2.971	2.999	3.55	0.981	8.081	1.193	10.073	0.782
5.632	2.757	2.924	3.416	0.945	7.939	0.968	10.216	0.756
5.822	2.433	2.792	3.244	0.865	7.672	0.942	10.53	0.743
5.598	2.755	2.874	3.443	1.004	8.017	1.008	10.049	0.775
5.691	2.634	2.829	3.11	0.866	7.739	1.033	10.365	0.729
5.238	3.394	3.086	4.015	1.024	8.581	1.24	8.838	0.726
5.668	2.69	2.862	3.428	0.854	7.918	1.097	10.167	0.73
5.58	2.685	2.817	3.294	0.94	7.861	1.047	10.068	0.774
5.514	2.846	2.921	3.757	0.973	8.217	1.228	9.58	0.762
5.39	3.388	3.127	3.879	1.06	8.467	1.199	8.769	0.766
5.489	3.18	2.869	3.51	0.989	8.022	1.125	9.708	0.785
5.525	3.174	2.856	3.568	1.005	8.156	1.146	9.402	0.774
5.634	3.035	2.836	3.541	0.973	7.956	1.298	9.659	0.77
5.262	3.323	3.156	3.999	1.018	8.659	1.365	8.447	0.778
5.666	2.814	2.828	3.424	0.891	7.851	1.467	9.561	0.762
5.534	2.83	2.884	3.524	0.922	8.072	1.421	9.374	0.763
5.259	3.406	3.084	4.035	1.007	8.722	1.683	8.132	0.752
5.61	2.859	2.88	3.387	0.884	7.849	1.855	9.334	0.759
5.635	2.94	2.821	3.488	0.904	7.981	2.09	8.936	0.768
5.497	3.055	2.96	3.721	0.975	8.114	1.961	8.5	0.755
5.356	3.321	3.08	3.932	0.982	8.526	2.319	7.995	0.764
5.545	3.051	2.87	3.564	0.961	8.083	2.422	8.752	0.762
5.736	2.764	2.888	3.311	0.889	7.81	2.373	8.67	0.756
5.66	2.824	2.831	3.336	0.917	7.74	2.536	8.793	0.739
5.681	3.229	2.896	3.624	0.994	8.295	2.95	7.902	0.748
5.661	2.895	2.82	3.439	0.928	8.04	2.797	8.265	0.755
5.337	3.231	3.041	3.846	1.026	8.481	3.066	7.455	0.739
5.412	3.002	3.113	3.82	0.96	8.234	3.138	7.529	0.766
5.348	3.132	3.041	3.799	0.982	8.321	3.326	7.398	0.747
5.464	3.205	2.953	3.613	1.008	8.336	3.502	7.299	0.746
5.459	3.205	2.992	3.631	0.974	8.269	3.708	7.205	0.737
5.395	3.151	3.045	3.794	0.978	8.289	4.024	7.053	0.74
5.276	4.653	2.849	3.505	0.935	8.077	4.476	6.586	0.626465745
5.036	5.328	3.109	3.843	0.953	8.619	4.324	5.836	0.62539897
5.232	4.481	3.027	3.558	0.925	8.18	4.475	6.457	0.616596743
5.197	4.603	2.938	3.555	0.911	8.241	4.678	6.222	0.622511082
5.113	4.871	2.956	3.681	0.95	8.233	4.474	6.184	0.626763201
5.226	4.728	3.038	3.698	0.957	8.347	4.48	6.235	0.612550597
4.999	5.34	3.101	3.935	1.109	8.61	4.684	5.914	0.622294411
5.253	4.584	2.902	3.505	0.972	8.185	4.367	6.409	0.606024762
5.155	4.936	2.996	3.769	0.984	8.471	4.648	6.151	0.611818193
5.338	4.187	2.891	3.478	0.956	8.071	4.803	6.698	0.626361956
5.207	4.457	2.863	3.543	0.916	8.112	4.497	6.439	0.613413004
5.265	4.497	2.852	3.548	0.944	8.027	4.691	6.497	0.597954404
5.327	4.405	2.888	3.464	0.906	8.07	4.426	6.53	0.618349378
5.299	4.485	2.873	3.435	0.899	8.048	4.528	6.404	0.62712218
5.333	4.305	2.874	3.476	0.902	8.067	4.387	6.435	0.628296488
5.203	4.583	2.994	3.59	0.974	8.113	4.414	6.264	0.639100122
5.292	4.863	3.035	3.774	0.916	8.352	4.655	5.952	0.620778243
5.095	4.911	3.049	3.759	0.978	8.374	4.612	6.109	0.621859997
5.303	4.196	2.954	3.571	0.942	8.087	4.439	6.358	0.619279729
5.2	4.809	2.939	3.688	0.952	8.229	4.62	6.2	0.630387238
5.291	4.654	2.965	3.656	0.992	8.146	4.353	6.279	0.621903866
5.265	4.607	2.904	3.669	1.012	8.239	4.287	6.202	0.605188569
5.341	4.467	2.852	3.514	0.927	8.102	4.578	6.321	0.597506615
5.321	4.489	2.979	3.523	0.894	8.129	4.393	6.444	0.598793807
5.183	4.659	3.04	3.701	1.029	8.169	4.369	6.138	0.605656152
5.323	4.654	3.005	3.611	0.963	8.096	4.41	6.145	0.587070522
5.163	4.852	2.99	3.809	0.98	8.362	4.406	5.986	0.598537545
5.331	4.7	3.081	3.779	0.94	8.327	4.527	6.006	0.550393594
5.221	4.834	3.134	3.794	1	8.31	4.471	6.06	0.614917403
5.301	4.101	2.904	3.611	0.969	8.225	4.611	6.375	0.608961334
5.269	4.636	3.069	3.838	0.947	8.379	4.42	5.977	0.616772221
5.434	4.116	3.006	3.609	0.975	8.079	4.675	6.309	0.622026379
5.222	4.469	3.031	3.759	0.963	8.466	4.408	5.941	0.619119232
5.49	4.039	2.907	3.579	0.943	8.049	4.435	6.283	0.609830696
5.55	3.881	2.971	3.439	0.903	8.047	4.313	6.535	0.639095842
5.282	4.253	3.009	3.892	0.979	8.39	4.577	5.801	0.618698193
5.26	3.85	3.03	3.654	0.963	8.297	4.629	6.088	0.620649844
5.365	3.963	3.048	3.743	1.02	8.343	4.665	6.051	0.643884557
5.298	4.197	3.129	3.984	1.02	8.499	4.358	5.66	0.641678784
5.562	3.238	2.805	3.444	0.92	8.091	4.523	6.584	0.630448762
5.502	3.704	2.982	3.638	0.936	8.199	4.465	5.798	0.639545235
5.571	2.977	2.974	3.673	0.948	8.071	4.354	5.997	0.636469565
5.528	3.191	3.022	3.688	0.92	8.303	4.711	5.912	0.62787438
5.648	3.071	2.872	3.571	1.007	8.072	4.564	6.18	0.638228084
5.688	3.071	2.921	3.535	0.871	8.027	4.467	6.176	0.627697297
5.751	2.862	2.831	3.436	0.895	7.735	4.562	6.48	0.637499425
5.617	3.138	2.865	3.442	0.978	7.956	4.6	6.467	0.63852768
5.636	3.211	2.864	3.62	0.986	8.107	4.454	6.197	0.663642356
5.794	2.941	2.839	3.411	0.956	7.833	4.389	6.556	0.654300856
5.806	2.932	2.794	3.393	0.952	7.86	4.465	6.612	0.633803699
5.721	2.993	2.932	3.414	0.983	7.844	4.547	6.307	0.634518983
5.547	3.604	3.104	3.786	0.986	8.378	4.569	5.885	0.623861403
5.617	3.103	2.963	3.587	0.987	8.03	4.601	6.061	0.62403046
5.512	3.171	3.061	3.601	0.924	8.048	4.713	5.942	0.619013838
5.682	3.196	2.875	3.546	0.909	7.977	4.244	6.159	0.630950585
4.968	3.059	3.027	3.693	3.375	14.613	4.868	6.102	0.524631537
5.023	3.414	2.958	3.706	3.264	14.357	4.942	5.868	0.540898845
5.147	3.086	2.995	3.566	3.147	14.103	4.782	6.108	0.549300105
4.971	3.493	3.054	3.811	3.403	14.493	4.559	5.735	0.583895909
4.834	3.643	3.168	3.961	3.332	14.571	4.754	5.401	0.584137662
5.269	3.066	2.901	3.532	3.016	13.699	4.747	6.074	0.566110309
4.811	3.827	3.09	3.959	3.264	14.425	4.897	5.147	0.593758865
5.233	2.971	2.868	3.498	2.803	13.166	4.885	6.045	0.575087304
4.957	3.559	3.094	3.843	2.896	13.892	4.664	5.413	0.605947818
5.157	3.534	3.023	3.727	2.831	13.352	5.086	5.708	0.614969529
5.353	3.064	2.883	3.367	2.751	12.697	5.086	6.189	0.607939134
5.09	3.391	3.004	3.812	2.754	12.916	4.568	5.747	0.619291734
5.457	2.77	2.801	3.32	2.41	12.118	4.555	6.34	0.628336503
5.431	2.9	2.835	3.465	2.482	11.909	4.631	6.415	0.640143962
6.441	2.465	2.683	2.878	2.108	11.009	4.621	7.142	0.649733024
5.61	3.12	2.841	3.428	2.218	11.588	4.673	6.098	0.659704279
5.993	2.194	2.644	2.875	1.915	10.572	4.604	7.073	0.669049492
5.421	3.187	2.883	3.575	2.113	11.422	4.389	6.146	0.681866583
5.887	2.578	2.733	3.148	1.928	10.595	4.38	6.561	0.651838928
5.989	2.648	2.709	3.247	1.833	10.52	4.429	6.747	0.667770159
5.521	3.448	2.934	3.692	2.011	10.925	4.49	5.832	0.672167125
5.591	3.365	2.956	3.464	1.945	10.586	4.496	6.102	0.673014657
6.205	2.189	2.564	2.884	1.51	9.384	4.486	7.064	0.677158692
5.99	2.865	2.738	3.382	1.565	10.07	4.244	6.247	0.703847223
5.596	3.48	2.977	3.664	1.376	9.571	4.454	5.967	0.714743567
5.856	3.171	3.007	3.545	1.366	9.153	4.478	6.198	0.670460183
5.751	3.085	2.934	3.467	1.314	9.019	4.723	6.158	0.693368008
5.982	3.152	2.759	3.326	1.147	8.64	4.474	6.592	0.693575524
6.039	2.98	2.764	3.332	1.116	8.674	4.539	6.568	0.690725496
5.798	3.226	3.017	3.654	1.222	8.864	4.589	6.051	0.688045953
5.903	2.976	2.851	3.46	1.157	8.702	4.441	6.258	0.677934257
5.967	3.011	2.858	3.387	1.091	8.489	4.512	6.331	0.690441122
5.753	3.318	2.928	3.608	1.081	8.61	4.574	6.008	0.692999789
5.787	3.33	2.971	3.527	1.096	8.535	4.386	6.037	0.697979478
5.725	3.393	2.943	3.665	1.14	8.577	4.457	6.091	0.668235498
5.828	3.323	3.034	3.672	1.076	8.51	4.777	6.09	0.690742265
5.788	3.1	3.046	3.724	1.1	8.555	4.436	6.041	0.6800737
5.913	3.149	2.914	3.453	0.989	8.245	4.534	6.206	0.683103994
5.899	3.34	2.951	3.575	1.049	8.226	4.453	6.199	0.686310363
6.023	3.104	2.887	3.406	1.031	8.06	4.62	6.333	0.686098655
6.078	2.928	2.926	3.393	0.967	8.009	4.555	6.52	0.691023145
5.989	3.101	2.807	3.337	0.965	7.875	4.623	6.337	0.67620286
5.925	3.248	2.94	3.602	0.969	8.191	4.27	5.958	0.677160089
5.609	3.778	3.076	3.766	1.081	8.435	4.552	5.643	0.676575271
5.874	3.097	2.978	3.645	1.028	8.221	4.342	6.229	0.680142173
6.047	2.818	2.897	3.404	0.967	7.772	4.441	6.412	0.663807788
5.721	3.189	3.013	3.701	1.023	8.241	4.375	5.898	0.664101944
5.788	3.214	2.986	3.628	0.952	8.093	4.559	6.123	0.643677326
5.852	3.198	3.016	3.55	0.972	8.07	4.321	6.021	0.678212343
5.951	2.759	2.922	3.467	0.949	7.826	4.556	6.24	0.653785528
4.738	3.452	3.181	5.026	1.064	14.038	4.698	5.279	0.682309424
4.956	3.556	3.113	4.917	1.066	13.639	4.619	5.534	0.682951953
5.42	2.999	2.881	4.306	0.887	12.755	4.487	6.384	0.659759535
5.309	2.969	2.946	4.339	0.962	12.616	4.691	6.353	0.66956181
5.227	3.254	2.899	4.55	1.08	12.832	4.669	6.025	0.665150152
5.11	3.535	3.057	4.72	0.931	13.016	4.413	5.961	0.670179302
5.173	3.413	3.096	4.595	1.036	12.871	4.51	5.829	0.680753177
5.414	3.025	2.943	4.248	0.856	12.316	4.602	6.379	0.675199988
5.373	3.413	2.894	4.321	0.979	12.392	4.466	6.133	0.662806436
5.43	3.072	2.853	3.993	0.915	11.738	4.433	6.508	0.666093845
5.325	3.107	2.879	4.245	0.928	12.027	4.573	6.292	0.67720128
5.547	2.986	2.84	4.05	0.892	11.663	4.402	6.337	0.674056695
5.438	3.154	2.89	4.243	0.961	11.763	4.56	6.151	0.652559115
5.39	3.224	2.978	4.312	0.946	11.763	4.291	6.091	0.660202464
5.248	3.422	3.128	4.508	0.997	11.859	4.691	5.788	0.657112892
5.438	3.21	2.992	4.201	0.948	11.57	4.437	6.027	0.643971368
5.383	3.476	3.081	4.282	1.028	11.37	4.568	5.84	0.644451325
5.566	3.154	2.888	4.096	0.914	11.142	4.6	6.093	0.613811984
5.615	3.072	2.938	4.027	0.93	10.746	4.535	6.312	0.632019686
5.555	2.95	2.916	4.086	0.969	10.864	4.532	6.173	0.649462137
5.559	3.248	2.932	4.027	0.87	10.547	4.241	6.216	0.644824077
5.67	2.983	2.895	3.932	0.987	10.565	4.391	6.24	0.634793989
5.558	3.412	2.987	4.168	0.996	10.616	4.533	6.216	0.652119712
5.652	3.184	2.904	3.921	0.945	10.386	4.38	6.253	0.655195531
5.82	2.87	2.761	3.576	0.914	9.519	4.107	6.492	0.653643163
5.553	3.329	3.103	4.072	1.04	9.872	4.363	6	0.658698056
5.648	3.017	2.809	3.748	0.918	9.514	4.377	6.425	0.665161789
5.569	3.356	3.021	4.071	0.953	9.774	4.651	5.873	0.67616343
5.735	3.3	3.004	3.797	1.003	9.327	4.434	6.118	0.674509146
5.96	2.783	2.843	3.498	0.92	8.961	4.525	6.721	0.67383911
5.695	3.092	2.878	3.721	0.956	9.158	4.633	6.339	0.643766478
5.85	2.969	2.86	3.746	0.903	9.058	4.403	6.295	0.627391853
5.903	3.009	2.834	3.546	0.896	8.779	4.447	6.323	0.656472831
5.73	3.154	2.925	3.743	0.898	8.866	4.271	6.275	0.67633517
5.792	2.994	2.969	3.661	0.929	8.827	4.685	6.253	0.675739544
5.756	2.907	2.828	3.531	0.981	8.598	4.416	6.398	0.678539237
5.754	3.132	2.877	3.683	0.971	8.854	4.318	6.194	0.674244305
5.633	3.481	3.089	3.875	0.981	8.894	4.565	5.93	0.67685004
5.698	3.193	2.984	3.801	0.91	8.754	4.465	6.103	0.677875548
5.772	3.041	2.924	3.587	0.992	8.533	4.604	6.22	0.687579435
5.783	3.167	3.002	3.692	0.955	8.633	4.396	6.009	0.67792104
5.859	2.992	2.833	3.525	0.931	8.328	4.818	6.425	0.677145561
5.786	3.196	2.809	3.614	0.901	8.419	4.415	6.174	0.67817777
5.776	3.177	2.919	3.616	0.863	8.431	4.331	6.342	0.674907288
5.739	3.277	2.969	3.786	0.942	8.67	4.366	5.881	0.673895886
5.84	3.004	2.871	3.515	0.893	8.139	4.755	6.402	0.673250536
5.716	3.059	2.935	3.621	0.975	8.39	4.523	6.358	0.672958541
5.796	2.862	2.902	3.604	0.963	8.288	4.673	6.204	0.672427802
5.685	3.146	3.071	3.694	1.002	8.247	4.414	6.166	0.677642446
5.297	3.235	4.528	3.641	3.537	8.211	4.602	5.818	0.617015363
5.184	3.273	4.519	3.562	3.468	8.09	4.607	5.778	0.62079643
5.174	3.132	4.431	3.57	3.511	8.08	4.483	5.961	0.610554718
5.192	3.079	4.467	3.592	3.556	8.253	4.746	6.129	0.603786757
5.151	3.083	4.5	3.649	3.443	8.265	4.571	5.994	0.607237191
5.234	3.089	4.521	3.537	3.461	8.034	4.803	5.979	0.592878181
5.224	3.073	4.483	3.529	3.376	8.119	4.783	6.212	0.593357577
5.142	3.081	4.404	3.477	3.438	8.189	4.335	6.176	0.592871653
5.143	2.985	4.482	3.566	3.388	8.152	4.608	5.942	0.592838543
5.304	3.194	4.448	3.458	3.289	8.157	4.709	5.902	0.596477377
5.238	2.905	4.347	3.452	3.352	8.033	4.345	6.231	0.60258547
5.108	3.173	4.382	3.513	3.331	8.144	4.686	6.068	0.597299064
5.161	3.011	4.433	3.458	3.364	8.151	4.675	6.101	0.592309249
5.053	3.194	4.401	3.563	3.329	8.268	4.627	5.886	0.581846959
5.198	2.944	4.255	3.569	3.236	8.156	4.561	6.034	0.575157809
5.066	3.35	4.398	3.662	3.14	8.242	4.745	5.777	0.568927535
5.086	3.024	4.396	3.606	3.207	8.087	4.953	6.049	0.578118122
5.046	3.086	4.374	3.646	3.212	8.107	4.631	6.111	0.567710393
4.975	3.176	4.315	3.656	3.262	8.247	4.69	5.927	0.568130563
5.12	3.179	4.098	3.454	2.941	8.003	4.65	6.186	0.555634108
4.998	3.042	4.025	3.71	3.011	8.181	4.448	6.332	0.579100229
4.972	3.183	4.189	3.742	2.987	8.229	4.479	5.968	0.568123568
4.857	3.221	4.112	3.914	3.025	8.328	4.608	6.078	0.559421237
4.925	3.079	4.153	3.81	2.919	8.42	4.303	6.09	0.570186181
