63.154	5.751	9.088	3.475	0.886	3.099	2.8	6.148	4.406	2.89699819
63.05	5.807	9.119	3.577	0.863	3.264	2.983	6.098	3.925	2.461741839
63.077	5.863	9.044	3.468	0.895	3.137	2.878	6.104	4.345	2.62658087
63.267	5.728	9.005	3.481	0.883	3.128	2.847	6.342	4.445	2.455026796
63.372	5.671	8.81	3.402	0.87	2.928	2.791	6.002	4.222	2.585113645
63.173	5.715	9.047	3.599	0.969	3.313	2.909	6.155	4.426	3.025095562
62.936	5.725	8.726	3.571	0.858	3.14	2.79	6.172	4.066	2.235556626
63.355	5.715	8.48	3.521	0.955	3.287	2.839	6.219	4.323	2.242833163
62.471	5.525	8.993	3.749	0.921	3.803	2.932	5.816	4.198	2.798419646
63.494	5.705	8.641	3.516	0.937	2.958	2.813	6.069	4.115	3.081104427
63.399	5.793	8.332	3.344	0.914	3.096	2.804	6.481	4.205	2.412472527
63.617	5.806	8.267	3.297	0.832	2.789	2.764	6.434	4.29	2.510894139
64.02	5.72	8.262	3.335	0.951	3.046	2.732	6.464	4.462	2.140483487
63.38	5.577	8.599	3.659	0.901	3.182	2.857	5.997	4.576	2.847461683
63.347	5.557	8.494	3.52	0.909	3.122	2.823	6.236	4.228	2.226050988
63.591	5.695	8.296	3.382	0.844	2.849	2.777	6.204	4.275	2.145184399
52.921	5.003	16.496	3.606	0.904	3.616	2.962	9.523	4.432	1.832715305
53.372	5.16	16.05	3.312	0.872	3.142	2.813	9.758	4.363	1.699601056
53.364	5.059	16.302	3.435	0.916	3.326	2.932	9.808	4.244	1.747590009
52.925	4.976	16.437	3.606	0.944	3.351	3.013	9.681	4.472	1.659111363
53.313	5.145	16.038	3.403	0.981	3.029	2.967	9.976	4.423	1.765105572
53.136	5.021	16.119	3.509	0.947	3.16	2.955	9.567	4.496	1.576891219
53.619	5.04	16.01	3.451	0.891	3.045	2.966	9.813	4.146	1.814980752
53.762	5.081	15.938	3.383	0.91	3.301	2.983	9.803	4.406	1.646485924
53.113	4.951	16.353	3.735	1.038	3.58	2.97	9.382	4.27	1.606561792
53.941	5.032	15.849	3.451	0.888	3.101	2.912	9.783	4.283	1.62277155
53.943	5.003	15.857	3.544	0.919	3.568	2.967	9.65	4.232	1.723530961
53.247	4.892	16.273	3.798	0.947	3.425	3.06	9.228	4.102	1.608753387
54.098	4.868	15.713	3.562	0.978	3.331	2.975	9.826	4.559	1.619493408
53.802	4.836	15.599	3.564	0.995	3.141	2.877	9.431	4.632	1.614347467
53.72	4.767	16.073	3.779	1.002	3.536	2.975	9.172	4.475	2.505272119
54.468	4.919	15.365	3.484	0.949	3.239	2.917	9.535	4.36	1.681034612
54.705	4.92	15.358	3.467	0.914	3.352	2.946	9.65	4.428	1.632994502
53.627	4.703	15.87	3.936	1.059	3.66	3.108	8.701	4.38	1.590787553
55.105	4.896	14.968	3.483	0.916	3.104	2.978	9.507	4.213	1.846064002
54.639	5.085	14.854	3.555	0.945	3.119	2.976	9.244	4.489	1.742621043
55.171	4.834	15.001	3.6	0.976	3.157	3	9.187	4.289	1.773761594
55.057	4.846	14.983	3.697	1.021	3.273	2.987	9.016	4.54	1.80729526
55.427	4.781	14.839	3.708	0.991	3.328	2.965	8.752	4.576	1.818184832
55.823	4.941	14.467	3.601	0.914	3.321	2.858	8.952	4.356	1.923305582
56.202	5.064	13.974	3.44	0.955	3.164	2.887	9.382	4.47	1.883520442
56.364	4.917	14.103	3.597	0.94	3.276	2.966	9.07	4.415	1.75569423
56.501	4.872	14.029	3.61	0.978	3.417	3.028	8.741	4.371	1.903901983
56.871	4.827	13.819	3.608	1.002	3.331	2.932	8.639	4.249	1.949466248
57.226	4.891	13.226	3.463	0.927	3.375	2.958	9.046	4.866	1.879754227
57.56	4.966	13.337	3.602	0.951	3.16	2.93	8.642	4.54	1.87640455
57.886	4.894	13.261	3.674	0.882	3.433	2.99	8.237	4.337	1.850448446
58.247	5.068	12.564	3.501	0.913	3.104	2.923	8.639	4.304	2.195924091
58.784	5.132	12.412	3.578	0.906	3.001	2.906	8.215	4.228	1.678103589
58.889	4.973	12.135	3.555	0.94	3.126	2.943	8.091	4.083	1.663567443
59.654	5.192	11.668	3.405	0.891	2.825	2.847	8.375	4.062	1.608123348
59.963	5.241	11.467	3.324	0.865	2.79	2.792	8.19	4.097	1.683700731
59.634	5.086	11.458	3.576	0.986	3.124	2.77	7.858	4.257	1.536840558
59.345	4.96	11.882	4.015	0.99	3.514	3.01	7.214	4.278	1.881788419
60.914	5.353	10.638	3.239	0.879	2.805	2.697	8.24	4.301	1.831008909
60.676	5.219	10.668	3.308	0.919	2.878	2.753	7.626	4.484	1.992431581
61.189	5.32	10.676	3.366	0.871	2.812	2.828	7.57	4.317	1.908473202
60.37	5.097	11.145	3.84	0.955	3.457	2.926	6.88	4.377	2.3307198
61.351	5.327	10.296	3.408	0.866	2.872	2.667	7.589	4.33	1.838548265
61.154	5.266	10.439	3.632	0.91	3.322	2.889	7.114	4.132	2.148066403
62.131	5.325	9.758	3.238	0.921	2.911	2.729	7.596	4.31	2.376819476
62.082	5.323	9.77	3.355	0.79	2.904	2.776	7.423	4.269	2.382160865
61.35	4.983	10.266	3.781	0.936	3.565	2.945	6.603	4.555	2.184419105
62.092	5.163	9.772	3.662	0.942	3.304	2.83	7.109	4.287	2.339805409
62.123	5.216	9.772	3.563	0.925	3.455	2.919	6.652	4.244	2.203290581
63.123	5.371	9.232	3.348	0.883	2.85	2.671	7.023	4.284	2.618246078
62.253	5.163	9.465	3.723	0.909	3.245	2.798	6.578	4.566	2.00082594
63.977	5.61	8.444	2.895	0.755	2.319	2.527	7.596	4.437	2.441303212
63.819	5.534	8.428	2.979	0.833	2.465	2.589	7.39	4.457	3.000682713
62.948	5.151	9.021	3.452	0.921	3.301	2.808	6.691	4.347	2.811173542
62.988	5.131	9.049	3.64	0.905	3.21	2.849	6.49	4.228	1.91677753
62.837	5.091	8.992	3.666	0.91	3.337	2.891	6.337	4.377	2.256176835
63.993	5.366	8.532	3.377	0.847	2.832	2.716	6.712	4.333	2.392532403
63.318	5.264	8.688	3.445	0.915	2.997	2.757	6.577	4.488	2.193003
63.802	5.334	8.591	3.322	0.885	2.724	2.782	6.522	4.328	2.068948431
63.631	5.275	8.536	3.451	0.889	2.932	2.768	6.572	4.08	2.472700921
63.563	5.297	8.596	3.464	0.848	3.124	2.877	6.538	4.424	2.543392282
63.45	5.08	8.748	3.601	0.94	3.266	2.903	6.289	4.366	2.625794594
63.483	5.113	8.689	3.785	1.006	3.02	2.831	6.211	4.542	2.372403801
63.251	5.103	8.68	3.786	0.913	3.384	2.933	6.057	4.234	2.267667731
63.212	4.855	8.91	4.01	0.947	3.34	2.95	5.714	4.214	1.739452932
63.309	5.002	8.785	4.004	1.017	3.032	2.932	5.867	4.221	1.894793225
64.361	5.225	7.979	3.224	0.861	2.581	2.696	6.67	4.355	2.14862913
60.23	5.622	8.042	3.419	0.167	3.234	4.458	10.168	5.449	2.875343278
58.458	5.175	8.654	4.065	0.146	4.526	4.821	9.175	5.543	2.700403809
58.698	5.229	8.787	4.088	0.138	4.072	4.773	9.154	5.795	2.478909806
59.638	5.561	8.232	3.523	0.132	3.351	4.498	9.838	5.498	2.678114362
59.754	5.487	8.292	3.58	0.161	3.487	4.475	9.886	5.501	2.186796727
60.579	5.839	7.616	3.05	0.102	2.881	4.123	10.797	5.587	2.256874234
58.525	5.208	8.765	4.122	0.19	4.407	4.797	9.008	5.714	2.586015433
60.048	5.539	8.179	3.473	0.134	3.44	4.407	9.82	5.554	2.6922669
59.741	5.579	8.102	3.464	0.188	3.205	4.471	9.555	5.745	3.255909102
59.083	5.453	8.621	3.86	0.196	3.763	4.656	9.019	5.539	2.380092541
59.291	5.367	8.469	3.868	0.243	4.056	4.626	8.973	5.673	2.352813649
60.789	5.729	7.856	3.199	0.246	3.118	4.233	10.128	5.608	2.298999789
60.323	5.528	8.192	3.463	0.222	3.393	4.354	9.528	5.275	2.582600339
60.189	5.456	8.171	3.578	0.226	3.784	4.393	9.317	5.406	2.033556854
59.972	5.302	8.394	3.811	0.289	3.689	4.442	8.943	5.558	1.894834898
60.697	5.51	7.997	3.446	0.274	3.529	4.222	9.545	5.391	2.091029608
60.948	5.757	7.885	3.255	0.312	2.909	4.03	9.73	5.509	2.462028913
61.088	5.661	8.099	3.396	0.303	3.248	4.181	9.44	5.308	2.197945372
60.454	5.443	8.32	3.679	0.311	3.739	4.179	8.791	5.566	2.092499739
61.994	5.874	7.753	3.079	0.337	2.869	3.951	9.3	5.24	2.615110268
61.029	5.544	8.224	3.486	0.384	3.361	4.067	8.755	5.197	2.139182539
61.405	5.616	8.152	3.497	0.436	3.278	3.95	8.833	5.152	2.565918218
61.388	5.46	8.43	3.719	0.437	3.658	4.117	8.063	5.318	2.373100637
61.978	5.641	8.227	3.56	0.448	3.195	3.871	8.498	4.984	2.804178959
62.183	5.657	8.119	3.439	0.528	3.306	3.789	8.351	5.164	2.419250093
62.079	5.735	8.108	3.492	0.54	3.043	3.686	8.095	5.277	2.160910412
61.832	5.61	8.462	3.842	0.592	3.537	3.626	7.404	5.145	2.042441349
62.271	5.656	8.336	3.626	0.636	3.308	3.457	7.494	4.815	2.835928248
63.194	5.915	8.009	3.358	0.581	2.848	3.3	8.051	4.615	2.583229465
62.526	5.774	8.348	3.759	0.697	3.26	3.348	7.274	5.251	2.508057665
63.477	5.997	7.906	3.318	0.628	3.084	3.139	7.613	4.713	2.620206327
63.096	5.824	8.095	3.553	0.691	3.175	3.26	7.234	5.03	2.24469137
63.065	5.874	8.107	3.55	0.647	3.071	3.163	7.287	5.275	2.752115373
62.548	5.734	8.482	3.899	0.781	3.513	3.301	6.725	4.962	2.126676994
63.143	5.844	8.087	3.524	0.757	3.09	3.1	7.128	4.937	2.756291275
63.649	5.83	8.092	3.511	0.751	3.042	3.092	7.105	4.742	2.664027075
63.845	5.887	8.144	3.553	0.796	3.417	3.149	7.063	4.846	2.082521981
63.71	5.75	8.318	3.651	0.833	3.276	3.098	6.832	4.532	1.899136122
64.117	5.822	8.345	3.722	0.858	3.231	3.124	6.485	4.862	2.170757467
64.209	5.933	8.272	3.566	0.809	3.188	3.08	6.928	4.568	2.37605396
63.452	5.637	8.641	3.973	0.86	3.599	3.212	6.116	4.524	1.820476743
64.189	5.714	8.379	3.657	0.911	3.375	3.041	6.595	4.847	2.055641617
64.135	5.73	8.399	3.746	0.825	3.381	3.055	6.439	4.666	2.334347353
63.977	5.677	8.355	3.759	0.941	3.459	3.049	6.506	4.705	1.723160807
64.413	5.882	8.345	3.601	0.824	3.149	2.886	6.724	4.855	2.204572467
64.563	5.959	8.057	3.569	0.948	3.089	2.927	6.547	4.675	1.551977394
64.447	5.706	8.491	3.734	0.885	3.378	3.02	6.156	4.707	1.910305795
64.671	5.889	8.063	3.431	0.908	3.015	2.955	6.623	4.555	1.89705823
63.828	5.594	8.628	3.894	0.984	3.536	3.033	6.088	4.965	1.973535851
64.163	5.827	8.306	3.738	0.959	3.39	3.092	6.075	4.782	1.837015795
63.999	5.641	8.662	3.894	1.013	3.883	3.108	5.97	4.435	2.410396269
63.812	5.71	7.874	3.425	0.914	2.57	2.742	10.202	1.047	1.435443768
63.616	5.579	8.01	3.581	0.972	2.816	2.92	10.137	1.216	1.277033175
64.112	5.686	7.641	3.171	0.856	2.382	2.793	10.915	1.11	1.536684371
63.339	5.474	8.022	3.517	0.898	3.121	2.919	10.042	1.114	1.350305626
63.556	5.115	8.704	4.151	1.074	3.705	3.251	8.722	1.072	1.53533001
63.621	5.63	8.102	3.479	0.981	3.095	2.968	10	0.958	1.456256594
63.413	5.541	8.081	3.55	0.981	2.971	2.999	10.073	1.193	1.572292225
63.606	5.632	7.939	3.416	0.945	2.757	2.924	10.216	0.968	1.498368215
64.243	5.822	7.672	3.244	0.865	2.433	2.792	10.53	0.942	1.49396694
63.663	5.598	8.017	3.443	1.004	2.755	2.874	10.049	1.008	1.44726868
64.29	5.691	7.739	3.11	0.866	2.634	2.829	10.365	1.033	1.321398653
62.96	5.238	8.581	4.015	1.024	3.394	3.086	8.838	1.24	1.323862626
64.061	5.668	7.918	3.428	0.854	2.69	2.862	10.167	1.097	1.367887852
64.011	5.58	7.861	3.294	0.94	2.685	2.817	10.068	1.047	1.368029529
63.899	5.514	8.217	3.757	0.973	2.846	2.921	9.58	1.228	1.328935473
63.25	5.39	8.467	3.879	1.06	3.388	3.127	8.769	1.199	1.349953643
64.055	5.489	8.022	3.51	0.989	3.18	2.869	9.708	1.125	1.360449663
63.987	5.525	8.156	3.568	1.005	3.174	2.856	9.402	1.146	1.395305088
63.959	5.634	7.956	3.541	0.973	3.035	2.836	9.659	1.298	1.335079221
63.198	5.262	8.659	3.999	1.018	3.323	3.156	8.447	1.365	1.375325785
63.908	5.666	7.851	3.424	0.891	2.814	2.828	9.561	1.467	1.434676081
63.865	5.534	8.072	3.524	0.922	2.83	2.884	9.374	1.421	1.285320189
63.31	5.259	8.722	4.035	1.007	3.406	3.084	8.132	1.683	1.302827356
63.887	5.61	7.849	3.387	0.884	2.859	2.88	9.334	1.855	1.352470272
63.736	5.635	7.981	3.488	0.904	2.94	2.821	8.936	2.09	1.358477446
63.698	5.497	8.114	3.721	0.975	3.055	2.96	8.5	1.961	1.396058899
63.366	5.356	8.526	3.932	0.982	3.321	3.08	7.995	2.319	1.327017576
63.825	5.545	8.083	3.564	0.961	3.051	2.87	8.752	2.422	1.437099906
64.173	5.736	7.81	3.311	0.889	2.764	2.888	8.67	2.373	1.496424498
63.893	5.66	7.74	3.336	0.917	2.824	2.831	8.793	2.536	1.425168234
63.193	5.681	8.295	3.624	0.994	3.229	2.896	7.902	2.95	1.477112063
63.722	5.661	8.04	3.439	0.928	2.895	2.82	8.265	2.797	1.455292629
63.001	5.337	8.481	3.846	1.026	3.231	3.041	7.455	3.066	1.463841491
63.038	5.412	8.234	3.82	0.96	3.002	3.113	7.529	3.138	1.548145574
63.325	5.348	8.321	3.799	0.982	3.132	3.041	7.398	3.326	1.601687387
63.064	5.464	8.336	3.613	1.008	3.205	2.953	7.299	3.502	1.408851777
63.326	5.459	8.269	3.631	0.974	3.205	2.992	7.205	3.708	1.519233754
63.182	5.395	8.289	3.794	0.978	3.151	3.045	7.053	4.024	1.51393392
61.481	5.276	8.077	3.505	0.935	4.653	2.849	6.586	4.476	2.293256081
60.238	5.036	8.619	3.843	0.953	5.328	3.109	5.836	4.324	2.453663819
61.244	5.232	8.18	3.558	0.925	4.481	3.027	6.457	4.475	2.348274073
60.984	5.197	8.241	3.555	0.911	4.603	2.938	6.222	4.678	2.870802773
60.675	5.113	8.233	3.681	0.95	4.871	2.956	6.184	4.474	2.828397931
60.856	5.226	8.347	3.698	0.957	4.728	3.038	6.235	4.48	2.558838769
60.229	4.999	8.61	3.935	1.109	5.34	3.101	5.914	4.684	2.084755348
60.847	5.253	8.185	3.505	0.972	4.584	2.902	6.409	4.367	2.267495743
60.828	5.155	8.471	3.769	0.984	4.936	2.996	6.151	4.648	2.10930655
61.322	5.338	8.071	3.478	0.956	4.187	2.891	6.698	4.803	1.981110862
61.13	5.207	8.112	3.543	0.916	4.457	2.863	6.439	4.497	2.247117926
61.408	5.265	8.027	3.548	0.944	4.497	2.852	6.497	4.691	2.645222105
61.414	5.327	8.07	3.464	0.906	4.405	2.888	6.53	4.426	2.58428471
61.224	5.299	8.048	3.435	0.899	4.485	2.873	6.404	4.528	2.536439721
61.087	5.333	8.067	3.476	0.902	4.305	2.874	6.435	4.387	2.359630494
58.217	5.203	8.113	3.59	0.974	4.583	2.994	6.264	4.414	2.0809764
60.554	5.292	8.352	3.774	0.916	4.863	3.035	5.952	4.655	2.061280569
60.647	5.095	8.374	3.759	0.978	4.911	3.049	6.109	4.612	2.019313969
61.163	5.303	8.087	3.571	0.942	4.196	2.954	6.358	4.439	2.205366969
60.852	5.2	8.229	3.688	0.952	4.809	2.939	6.2	4.62	2.458886694
60.966	5.291	8.146	3.656	0.992	4.654	2.965	6.279	4.353	2.681672665
60.97	5.265	8.239	3.669	1.012	4.607	2.904	6.202	4.287	2.185879386
61.313	5.341	8.102	3.514	0.927	4.467	2.852	6.321	4.578	2.538118923
61.539	5.321	8.129	3.523	0.894	4.489	2.979	6.444	4.393	2.176238439
60.743	5.183	8.169	3.701	1.029	4.659	3.04	6.138	4.369	2.477742472
60.996	5.323	8.096	3.611	0.963	4.654	3.005	6.145	4.41	2.07338018
60.83	5.163	8.362	3.809	0.98	4.852	2.99	5.986	4.406	2.475620336
60.985	5.221	8.31	3.794	1	4.834	3.134	6.06	4.471	1.797341616
61.271	5.301	8.225	3.611	0.969	4.101	2.904	6.375	4.611	1.846879224
60.817	5.269	8.379	3.838	0.947	4.636	3.069	5.977	4.42	2.361205255
61.547	5.434	8.079	3.609	0.975	4.116	3.006	6.309	4.675	1.909115235
61.107	5.222	8.466	3.759	0.963	4.469	3.031	5.941	4.408	1.555925686
61.857	5.49	8.049	3.579	0.943	4.039	2.907	6.283	4.435	1.838450463
61.444	5.55	8.047	3.439	0.903	3.881	2.971	6.535	4.313	2.06062337
60.964	5.282	8.39	3.892	0.979	4.253	3.009	5.801	4.577	1.987790527
61.496	5.26	8.297	3.654	0.963	3.85	3.03	6.088	4.629	2.074935462
61.422	5.365	8.343	3.743	1.02	3.963	3.048	6.051	4.665	1.678886753
60.913	5.298	8.499	3.984	1.02	4.197	3.129	5.66	4.358	1.797801038
62.254	5.562	8.091	3.444	0.92	3.238	2.805	6.584	4.523	1.536888566
61.805	5.502	8.199	3.638	0.936	3.704	2.982	5.798	4.465	1.648588363
61.872	5.571	8.071	3.673	0.948	2.977	2.974	5.997	4.354	1.532694646
61.633	5.528	8.303	3.688	0.92	3.191	3.022	5.912	4.711	1.515613255
62.025	5.648	8.072	3.571	1.007	3.071	2.872	6.18	4.564	1.516383514
62.148	5.688	8.027	3.535	0.871	3.071	2.921	6.176	4.467	1.461051244
62.646	5.751	7.735	3.436	0.895	2.862	2.831	6.48	4.562	1.485078688
62.336	5.617	7.956	3.442	0.978	3.138	2.865	6.467	4.6	1.495664229
62.143	5.636	8.107	3.62	0.986	3.211	2.864	6.197	4.454	1.391844746
62.559	5.794	7.833	3.411	0.956	2.941	2.839	6.556	4.389	1.410243524
62.514	5.806	7.86	3.393	0.952	2.932	2.794	6.612	4.465	1.42942755
62.026	5.721	7.844	3.414	0.983	2.993	2.932	6.307	4.547	1.386801344
61.872	5.547	8.378	3.786	0.986	3.604	3.104	5.885	4.569	1.406799239
61.958	5.617	8.03	3.587	0.987	3.103	2.963	6.061	4.601	1.357137991
61.612	5.512	8.048	3.601	0.924	3.171	3.061	5.942	4.713	1.356715268
62.062	5.682	7.977	3.546	0.909	3.196	2.875	6.159	4.244	1.434244301
54.758	4.968	14.613	3.693	3.375	3.059	3.027	6.102	4.868	2.735498433
54.657	5.023	14.357	3.706	3.264	3.414	2.958	5.868	4.942	2.562113166
54.917	5.147	14.103	3.566	3.147	3.086	2.995	6.108	4.782	2.14948722
54.579	4.971	14.493	3.811	3.403	3.493	3.054	5.735	4.559	2.086678046
54.203	4.834	14.571	3.961	3.332	3.643	3.168	5.401	4.754	2.823788065
55.77	5.269	13.699	3.532	3.016	3.066	2.901	6.074	4.747	2.330126079
54.433	4.811	14.425	3.959	3.264	3.827	3.09	5.147	4.897	2.59280752
56.2	5.233	13.166	3.498	2.803	2.971	2.868	6.045	4.885	3.022578375
55.114	4.957	13.892	3.843	2.896	3.559	3.094	5.413	4.664	3.332330394
55.747	5.157	13.352	3.727	2.831	3.534	3.023	5.708	5.086	2.928253378
56.935	5.353	12.697	3.367	2.751	3.064	2.883	6.189	5.086	4.911918657
56.169	5.09	12.916	3.812	2.754	3.391	3.004	5.747	4.568	5.435078117
57.718	5.457	12.118	3.32	2.41	2.77	2.801	6.34	4.555	5.078056692
58.334	5.431	11.909	3.465	2.482	2.9	2.835	6.415	4.631	6.09008604
58.795	6.441	11.009	2.878	2.108	2.465	2.683	7.142	4.621	5.231822716
58.503	5.61	11.588	3.428	2.218	3.12	2.841	6.098	4.673	6.964941496
59.554	5.993	10.572	2.875	1.915	2.194	2.644	7.073	4.604	5.918564641
58.227	5.421	11.422	3.575	2.113	3.187	2.883	6.146	4.389	4.84010898
59.433	5.887	10.595	3.148	1.928	2.578	2.733	6.561	4.38	5.989102044
59.786	5.989	10.52	3.247	1.833	2.648	2.709	6.747	4.429	7.061487798
58.702	5.521	10.925	3.692	2.011	3.448	2.934	5.832	4.49	4.984557217
59.49	5.591	10.586	3.464	1.945	3.365	2.956	6.102	4.496	4.297796064
61.009	6.205	9.384	2.884	1.51	2.189	2.564	7.064	4.486	4.329404681
60.246	5.99	10.07	3.382	1.565	2.865	2.738	6.247	4.244	3.9194656
60.264	5.596	9.571	3.664	1.376	3.48	2.977	5.967	4.454	2.905093744
60.622	5.856	9.153	3.545	1.366	3.171	3.007	6.198	4.478	2.553823489
60.801	5.751	9.019	3.467	1.314	3.085	2.934	6.158	4.723	2.839755882
61.467	5.982	8.64	3.326	1.147	3.152	2.759	6.592	4.474	2.176325016
61.921	6.039	8.674	3.332	1.116	2.98	2.764	6.568	4.539	2.190115704
